September 27, 2016	USA TODAY	Provocative Trump, who unexpectedly claimed the Republican presidential nomination over a dozen rivals with stronger political résumés? Or Presidential Trump, who in recent weeks has toned down his rhetoric and, in another political surprise, managed to pull even with rival Hillary Clinton in national and battleground polls? In response to the opening question, Trump repeated his signature, dire view of the state of the nation. "We have to stop our jobs from being stolen from us," he said, decrying the threat from Mexico and China. "We have to stop our jobs from leaving the United States and with it firing all our people."  Clinton's response to the first question reflected her signature devotion to policy, working in bullet-point references to infrastructure investment, a higher minimum wage, equal pay for women, profit-sharing for workers, paid family leave, earned sick days, affordable child care and debt-free college. Later, she said, "Donald thinks climate change is a hoax perpetrated by the Chinese; I think it's real." Trump protested she was wrong, although he tweeted exactly that. And within minutes, they were interrupting one another and talking over one another. The setting inside the debate hall at Hofstra University looked dignified enough to fit in the White House itself, with a dark blue backdrop, a discrete band of white stars and a depiction of a golden eagle soaring over the two contenders. But the mood surrounding the opening forum was almost gladitorial, reaching Super Bowl-size levels of hype. No presidential election in modern times has defied the conventional wisdom as much this one, which has ended up pitting a political neophyte and reality-TV star against the wife of a former president, a member of the family that defines the Democratic establishment. And no presidential debate in the television age has been more hotly anticipated. They walked out from opposite sides of the stage, Clinton in a red jacket and slacks, Trump in a gray suit and bright blue tie. They shook hands, greeted the moderator, and retreated to the podiums. A few hours before the debate, Trump did needle Clinton on Twitter, a platform he has perfected as a political weapon. "My team of deplorables will be managing my Twitter account for this evenings debate," he wrote, a reference to her description at a fundraiser of his followers as a "basket of Deplorables." Those jibes might not seem to have set the landscape for a debate focused on the challenge of overhauling America's tax system or the imperative to devise fresh approaches to the civil war in Syria. Indeed, much of the attention was focused on whether Trump could project restraint for a full 90 minutes, and whether Clinton convincingly could convey a sense of trustworthiness. History demonstrates that the opening debate can be powerful enough to boost a candidate (John Kennedy in 1960, Ronald Reagan in 1980) or wound one, with lasting consequences (Michael Dukakis in 1988, Al Gore in 2000). Eleven campaigns have included debates in the television age, since John Kennedy shined against Richard Nixon in 1960. Being seen as the winner of the first debate hasn't guaranteed a victory in November. But in nine of the 11, it shaped the trajectory of the campaign that followed. They typically have had the most impact when an incumbent president isn't running, and when a candidate comes in with something to prove, and when the contest is close and fluid. That is, in a campaign like this one. First debates are powerful because it's a time when some voters begin to pay close attention. At an hour-and-a-half, the conversation is more extended and more grueling than any 30-second hour or 10-minute interview.
November 15, 2016	USA TODAY	Steve Balough lives 2,000 miles from Silicon Valley, but it might as well be on the other side of the world. "We don't have many jobs here," says Balough, 65, a high school teacher in West Plains, Mo., who voted for President-elect Donald Trump. "We have lumber mills, but a few shoe and clothing factories got shipped out. As far as we're concerned, the two coasts and the Midwest are two different cultures. It's like Europe is different than America." Trump's victory over Clinton -- an outcome few in the tech industry supported and many failed to believe would happen -- has engendered a mix of shock, anger, grief and denial in Silicon Valley. It's also prompted many to ask: Why and how did the companies that have become the most valuable in the U.S.  lose touch with great pools of their customers?  One thing seems certain: While many of those voters engaged with this election using the fruits of the tech industry's latest advances, sharing curated news on Facebook, settling arguments via Google and checking notifications on an Apple iPhone, few thought they were enjoying a direct economic benefit from the U.S. tech industry. In some cases, it has hurt them. Steel mills "can't keep up with cheap imports" or advances in technology, says Ray Rogg, 54, a steel worker from Erlanger, Ky. "The more automated and technical things are, and with better computers, it eliminates people," says Rogg, who has worked 26 years at the TMK Ipsco mill in Wilder, Ky. "It winds up streamlining things and taking away jobs." The tech boom may have created vast wealth and a swath of  high-paying jobs  around metro areas such as San Francisco and Seattle, but a nationwide surge in tech jobs has failed to follow. Much of the Rust Belt, South and Midwest are still reeling from the economic dislocations of globalization, the financial crisis and a technology-driven boom in productivity. "Manufacturing jobs in the current economy are going away -- we are moving to a service economy," says Steve Bennet, an adjunct professor at San Jose State University who specializes in entrepreneurship and venture capital. In interviews with Trump voters across the nation, they described themselves as working men and women who  want decent-paying jobs, with affordable health care, so they can take care of themselves and their families. Many ultimately overlooked Trump's off-putting comments because their underlying fear and anxiety about the economy runs deep. Deep red, in fact. Trump handily beat Hillary Clinton 70%-26% in counties dominated by manufacturing, according to exit polls by Edison Research. He rolled to a 60%-37% advantage in the 121 reporting counties with the highest rates of unemployment. Silicon Valley's success hasn't translated to jobs, as machines and on-demand work replace low- and middle-income work. Employment at computer and electronic companies has plummeted 45% since the 1990s, according to Labor Department statistics. They employed 1.03 million in the U.S. in August, down from 1.87 million in 2001. In the same 15-year period, total employment at semiconductor makers was halved, to 359,000. "Trump's blue-collar supporters aren't likely to be fans of the 1099 (sharing) economy," says Rakesh Agrawal, a former PayPal exec who runs freelance-marketplace Redesign Mobile. "They grew up with stable jobs with good work-life balance, cheap health care and employer-paid pensions. That is not today's economy, and that's certainly not the gig economy that Silicon Valley is creating." Hardware production has shifted overseas, as exemplified by Apple's large manufacturing facilities in China and Ireland and chip maker Micron's massive offshoring of jobs to Asia. Yet while the blue-collar voter came out for Trump, that didn't tell the full story: 48% of his voters made $100,000 a year or more and 43% held college degrees, according to exit polls. "I was intrigued by a non-establishment figure, and I agreed with his policies on immigration and health care," says Mika Pittman, 44, an IT administrator from Princeton, Minn. Automated technology and services have allowed start-ups to keep their workforces austere -- WhatsApp had 55 people when Facebook acquired it for $21.8 billion in 2014. And tech whizzes at Amazon, Tesla Motors and elsewhere have come up with high-end production lines in the U.S. that minimize people. Companies such as Amazon and Walmart are seen as marginalizing opportunities for small businesses. "Washington ignores small business," says Maxine Gutman, 56, an insurance attorney in Parkland, Fla. "I support Trump for his business background." "The economy was No. 1 for me," says Randy Herschelman, 58, a technical recruiter in Dallas. "(Trump) understands the bottom line and will delegate the right people to execute his agenda. Obamacare and taxation are killing the middle class." The future, meanwhile, is expected to bring drones, robots, driverless cars and machine learning that further reduce demand for jobs. "Digital technology is at ground zero of what's happening. It delivers enormous benefits but it also has enormous costs," says Paul Saffo, a futurist based in Silicon Valley. "The bad news is that technology accelerates the disruption in jobs. The good news is that technology gives people a place to complain about it when they don't have a job."
December 27, 2016	USA TODAY	After being ostracized by the  industry for most of the election year, there sat venture capitalist Peter Thiel, beaming, to the left of President-elect Donald Trump at the Trump Tower Tech summit in mid-December. Around him was a ring of glum-faced and pensive tech titans, including Apple's Tim Cook, Amazon's Jeff Bezos, Alphabet's Larry Page and Facebook's Sheryl Sandberg.  Silicon Valley's billionaire leaders had disavowed Trump during the campaign, throwing their weight behind  Hillary Clinton. Only Thiel stumped for Trump, and after the tech industry had turned on him for that and his role in Gawker's failure, he was luxuriating in the I-told-you-so moment. The display of power portends a roiling year or two in tech. Trump railed against Amazon and Apple in tweets about corporate taxes and cyber security; now he's likely to shape those issues as well as immigration reform, job creation, trade with China, deregulation and more as he vowed during a bruising campaign. "Tech is unusual in that the industry does not depend on government regulation or transfer payments the way that banking, pharma, defense, agriculture and energy do," says Roger McNamee, founding partner of venture-capital firm Elevation Partners. "All tech needs is policy stability and access to global markets. Trump prides himself on being unpredictable." It was a topsy-turvy year for tech, which generated $3.5 trillion in domestic economic output and accounted for more than 15 million people, or 8.4% of total U.S. employment, according to the Computer Technology Association. There were winners and losers among companies and technologies; new faces emerged while others faded; and driverless cars and drones became more visible in our streets and sky. Whether computer breaches that compromised the personal information of millions of consumers to a targeted hack by Russian operatives that conceivably tilted the U.S. presidential election, the very nature of conflict transformed this year, McNamee says. And with the advent of the Internet of Things, the battlefield could extend to our homes, security experts warn. Samsung's stumble with the self-igniting Galaxy Note 7 was an epic meltdown of quality control, distribution and marketing. Though it didn't dislodge the South Korean electronics giant as the pre-eminent smartphone seller globally, it undercut  trust. Yahoo disclosed it had been the victim of two megahacks that compromised more than 1.5 billion accounts and jeopardized its $4.8 billion deal with Verizon. Artificial intelligence is officially a craze -- Facebook, Apple, Google and Microsoft are among those with aggressive plans. Virtual reality became more of a reality. Drones are popping up in all shapes and sizes. Self-driving cars took to the streets in Michigan, Pennsylvania, Arizona and California. Fully autonomous cars won't be available for a few years, but a Morgan Stanley study estimates they will lead to productivity gains of $507 billion annually as consumers spend less time commuting and more time in meetings, writing reports and other business tasks. There was nothing fake, however, over fears on what AI and increased automation will do to the workforce. This is sure to draw the attention of Trump, who lambasted Apple for exporting jobs overseas and discussed jobs creation at the  tech summit. His focus on immigration reform will undoubtedly pinch H-1B visas and heighten the urgency for increased STEM education. What is unclear is how it might play into tech's stuttering attempts to become less homogenous by hiring more of the women and minorities who buy its products but have little role in their design. There are 500,000 computing jobs open in the U.S., with an expected 20% growth rate over the next decade -- yet only 55,000 bachelor degrees in computer science were doled out in 2014, according to Code.org and the Bureau of Labor Statistics. "It's more important than ever," says Dennis Yang, CEO of Udemy, an online learning marketplace with more than 14 million students in 190 countries. Tech's impasse with the Trump administration over job creation seems inevitable, but there may be hope. In his meeting with the reluctant CEOs, Trump vowed to keep the channels of communication open and meet quarterly. 
January 4, 2017	USA TODAY	The auto industry's showdown with Donald Trump over made-in-Mexico, sold-in-the-U.S. vehicles revved up Tuesday as  General Motors and Ford  moved to fend off attacks on their commitment to American manufacturing. Ford announced it would cancel a planned  $1.6 billion Mexico plant and expand a Michigan factory, creating 700 jobs, after withering criticism from Trump.  Earlier, General Motors was forced to defend its Chevrolet Cruze production in Mexico after Trump tweeted: "Make in U.S.A. or pay big border tax!" The developments illustrate the new era of give-and-take for Detroit's Big 3 automakers, whose relationship with the president-elect figures to be complex. On one hand, there's a gaping divide between U.S. automakers and Trump on trade. Trump wants to renegotiate or trash the industry's treasured North American Free Trade Agreement, which he blames for weakening American manufacturing. He also has threatened  a 35% tariff on American companies' products made overseas and sold in the U.S. In other ways, however, the auto industry is welcoming change, even after eight years of a White House that rescued GM and Chrysler from liquidation. "Automakers are facing a situation where they have to consider the political consequences" of their decisions, AutoTrader.com analyst Michelle Krebs says. A: Yes. Labor costs for automotive assembly are 80% lower in Mexico than in the U.S., according to a report in August 2016 by the Center for Automotive Research. Although security and transportation costs are higher in Mexico, the country still offers considerably lower cost of production, particularly on small, fuel-efficient cars with thin profit margins.  So shifting production back to the U.S. likely would hurt the bottom line for automakers and suppliers. "That could have a pretty substantial impact on profitability," LMC Automotive analyst Jeff Schuster says. A: Hard to say, since details are lacking. But few in the industry believe the threatened 35% tariff is actually feasible. "I believe 35% is almost inflammatory," says Michael Harley, senior analyst at Kelley Blue Book, noting Ford's 2016 profitability could have been wiped out if it had to pay the tariff. "It gets everyone's attention, but it's nearly impossible." Still, the pressure on the auto industry  could be persistent. That could have major ramifications on future decisions on automakers' global operations. "We're going to see pressure from Trump and his tweets, and you are going to see public scrutiny," he says. A: Possibly, especially if  automakers can pull off announcements that generate  headlines for Trump to trumpet while making few substantive changes to their actual policies. Optics may matter more than substance. But don't expect a significant shift in manufacturing from Mexico to the U.S. The Center for Automotive Research projected that the U.S. share of North American automotive production would fall from an all-time low of 63% in 2016 to 58% in 2020. A: Not for now. If Trump follows through on the threat of a 35% tariff, Mexican-made cars will likely become more expensive for American consumers. Theoretically, though, "it might end up with more jobs here," Center for Automotive Research analyst Kristin Dziczek says. "If we have more jobs, more employment and wages go up, and prices go up too, that's OK. If wages don't go up and prices go up, that's a problem." A: Ulterior motives. Although expanding in Mexico makes financial sense, automakers may be willing to relinquish some Mexico production plans in exchange for  concessions in other areas. Currying favor with the Trump administration is  important to the auto industry, which wants Washington to loosen fuel-economy regulations and avoid a potentially devastating trade war with China. Ford's move reflects that strategy, Schuster says. "There's clearly a lot going on that's below the surface of this," Schuster says. "It's likely to gain some influence on other activities that's coming down the road." 
December 7, 2016	USA TODAY	Telecommunication giant SoftBank Group plans to invest $50 billion into the U.S. economy, and add 50,000 jobs, President-elect Donald Trump announced  Tuesday. He made the announcement over Twitter after meeting with SoftBank CEO Masayoshi Son for 45 minutes at Trump Tower. The Japanese company has a majority stake in Sprint, whose plans to merge with rival T-Mobile were thwarted by the Obama administration.  Son's summit with Trump is very likely to rekindle the possibility of a merger between Sprint and T-Mobile, wireless analyst Chetan Sharma says. "Today's visit is just groundwork for an inevitable deal," Sharma says. "Son has a strong interest in pursuing the merger." Son did not say what specific investments SoftBank would make, though he told The Wall Street Journal they would be part of a previously announced $100billion tech investment fund. "We were talking about it, and then I said I'd like to celebrate his presidential job," Son said at an impromptu news conference in the Trump Tower's lobby. Sprint  shares rallied as much as 7%, to $8.61, hitting a  52-week high, before ending 1.5% higher. T-Mobile shares rose 1.8%. In his unlikely march to the White House, Trump campaigned on bringing more jobs to America, particularly in  regions hit hard by the recession and globalization. He took swings at companies such as  Apple for making most of their products outside the USA. SoftBank is the second high-profile accord he's landed to underscore his message to voters. Last week, Trump announced a controversial deal to keep furnace manufacturer Carrier from outsourcing about 1,100 jobs to Mexico. Carrier will get $7 million in state tax incentives to keep the jobs in Indiana. Son, who became a billionaire through investments in Japan and China, is in the midst of raising a $100 billion fund with Saudi Arabia and others. He's had mixed results in the USA since SoftBank bought what is now an 80% stake in Sprint for $21.6 billion and lost ground to telecom rivals such as T-Mobile. SoftBank plunked down $32 billion this year to acquire ARM Holdings, a U.K.-based chip designer that makes parts for Apple's iPhone and other products.
March 15, 2016	USA TODAY	The American worker is being crushed. Workplace participation for women has declined by more than 3 percentage points since 2000. The percentage of men in their prime working years without a job has nearly tripled since the late 1960s. Median annual household incomes are down more than $4,000 from the beginning of the century.  One of the factors driving this economic devastation is America's disastrous trade policies.  Under decades of failed leadership, the U.S. has gone from being the globe's manufacturing powerhouse to a rapid deindustrialization that has evaporated entire communities. The situation is about to get  worse if the Trans-Pacific Partnership is not stopped. One of the first casualties  will be America's auto industry, and among the worst victims of this pact will be the people of Ohio. The TPP will send America's remaining auto jobs to Japan. Yet, Gov. John Kasich, Sen. Ted Cruz and Sen. Marco Rubio have all promoted the Trans-Pacific Partnership. The TPP -- a 12-nation pact -- includes Vietnam, which has vastly lower wages than America. Since there is a small market for U.S. goods in Vietnam, this will be an almost entirely one-sided arrangement as thousands of U.S. workers are laid off and production shipped to Vietnam instead. An Economic Policy Institute (EPI) analysis found that Ohio has  lost more than 100,000 jobs to TPP countries. If the deal is enacted as Kasich has urged, those numbers will skyrocket. TPP is the biggest betrayal in a long line of betrayals where politicians have sold out U.S. workers. Since the North American Free Trade Agreement was signed in 1993, we've lost approximately 900,000 jobs to Mexico alone, pro-labor EPI found. Yet Gov. Kasich voted for NAFTA, just like he now supports TPP. China has been one of the worst offenders. While promoting China's addition to the World Trade Organization in 2001, the U.S. agreed to permanently confer on China  "most favored nation" trading status. EPI estimates that the United States has lost 3 million jobs to China since that decision was made. Overall, since 1997 -- driven by NAFTA and China -- the U.S. has lost nearly one-third of its manufacturing jobs, EPI analysis shows. We've lost over 80,000 factories during that time. I am the only candidate who will bring our manufacturing jobs back. I have been warning for decades what would happen if we didn't confront foreign trade cheating, and sadly, my fears have come to pass as the United States has seen its trade deficit in goods soar to $759.3 billion last year. If we bring back these jobs, and close this trade deficit, we will create millions of jobs, boost government revenue, shrink our deficit, rebuild our infrastructure and communities, and send wages soaring upwards. Under a Trump administration, we will finally stand up for American workers and make America great again.
May 10, 2016	USA TODAY	Tough-talking political maverick Rodrigo Duterte took a commanding lead in the Philippines' presidential election Monday with most votes counted. Duterte has claimed victory, telling the AFP: "It's with humility, extreme humility, that I accept this, the mandate of the people. What I can promise you is that I will do my very best not just in my waking hours but even in my sleep." Duterte, 71, the mayor of the southern city of Davao who has drawn comparisons to Republican presidential candidate Donald Trump, had 38.7% of the vote, Manuel "Mar" Roxas, 23.3%, and Grace Poe, 21.7%, with 90% of the precincts reporting.  After Poe called Duterte to congratulate him, she gave a short concession speech in Tagalog at her Manila campaign headquarters. Poe told supporters that they ran a good campaign and that she respected the results of the polls. The final result may come as early as Tuesday. About 55 million out of a total population of 100 million people were expected to cast ballots. Duterte's political rise has come amid vows to be tough on crime and corruption. However, he has courted controversy throughout the campaign, making an almost endless stream of off-color remarks from bragging about his womanizing ways to crude comments about gang rape to publicly cursing Pope Francis. As mayor of Davao on restive Mindanao Island, Duterte has won praise from supporters for cleaning up the city's drug and crime problems, but he has advocated unusual and violent tactics including using death squads. According to Human Rights Watch, Duterte is responsible for 1,000 extrajudicial killings. The outspoken Duterte also has been called "The Punisher" and "Duterte Harry," a play on Clint Eastwood's  Dirty Harry "If I make it to the presidential palace, I will do just what I did as mayor. You drug pushers, holdup men and do-nothings, you better go out. Because as the mayor, I'd kill you," Duterte said during his last campaign stop on Saturday. He vowed to execute 100,000 more criminals and dump their bodies in Manila Bay. In a televised interview after the polls closed Monday, Duterte said that if he were elected, his top priority in his first 100 days would be fixing government and stopping corruption. "I can do that immediately as president," he said. "Then I have to go after the drug problem and of course the criminals in this country," he told Philippine news agency Rappler. "I will do everything to serve the interests of the Filipino people, even if it would cost my life, honor and the office of the president," Duterte said. Police said at least 15 people were killed in election-related violence and more than 4,000 arrested for violating a gun ban, according to the Associated Press. "This is the most polarizing election the Philippines has had since the fall of the Marcos dictatorship in 1986," said Richard Javad Heydarian, a professor of political science at De La Salle University in the Philippines. "And that in itself doesn't bode very well for the country in terms of post-election national unity." The administration of Aquino, who is limited to a single six-year term, has made major strides improving the Philippines' economy, which has emerged from being "the sick man of Asia" to one of the region's fastest-growing economies, averaging more than 6% annual growth and upgrading its sovereign credit rating. "I think growth will, more likely than not, continue," Ramon del Rosario Jr., chairman of the Makati Business Club, told a group of Filipino journalists this past week. A more significant change may lie ahead on the geopolitical front, where the Philippines has been locked in a territorial dispute with an increasingly assertive Chinese military presence in the South China Sea. Under the Aquino administration, the Philippines has primarily relied on support from the United States, signing an Enhanced Defense Cooperation Agreement to allow a greater presence of U.S. troops and facilities at Philippine bases. The Philippines has also turned to the international community, with a pending case against China at the International Arbitration Court in the Hague, Netherlands, over China's "nine-dotted line" that claims jurisdiction over much of the South China Sea. China has refused to participate in the arbitration, which is being held under the United Nations Convention on the Law of the Sea. 
December 22, 2016	USA TODAY	Apple CEO Tim Cook said he felt it was necessary to "engage" when President-elect Donald Trump -- who has railed against Apple and other tech firms -- invited him and about a dozen tech executives to attend a summit in New York last week.  "Personally, I've never found being on the sideline a successful place to be," Cook told employees on Apple's internal employee information service. "The way that you influence these issues is to be in the arena. So whether it's in this country, or the European Union, or in China or South America, we engage. "And we engage when we agree and we engage when we disagree. I think it's very important to do that because you don't change things by just yelling. You change things by showing everyone why your way is the best. In many ways, it's a debate of ideas." Cook and some of tech's biggest names -- Alphabet CEO Larry Page, Microsoft CEO Satya Nadella, Amazon CEO Jeff Bezos, Tesla CEO Elon Musk and IBM CEO Ginni Rometty, among them -- met with Trump to discuss jobs, immigration policy, China, cybersecurity and corporate tax rates. "Some of our key areas of focus are on privacy and security, education," Cook said. "They're on advocating for human rights for everyone, and expanding the definition of human rights. They're on the environment and really combating climate change, something we do by running our business on 100% renewable energy." Trump, who dinged Apple over security and jobs and Amazon on corporate taxes, told the assembled execs at Trump Tower, "I want to add that I'm here to help you folks do well." Trump called the meeting productive, but many in Silicon Valley questioned the participation of the executives, most of whom supported Democrat Hillary Clinton. "We very much stand up for what we believe in," Apple's CEO concluded. "We think that's a key part of what Apple is about. And we'll continue to do so." 
December 14, 2016	USA TODAY	But in a globalized world, saving U.S. jobs is more complex than slapping tariffs on companies that manufacture goods elsewhere. Executives talking about the issue highlight that the shift of jobs to Mexico is far from the threat that has been commonly portrayed during the election and since. A: It's hard to pinpoint a number but, many offshorable jobs are already gone. A decade or so ago, about 200,000 U.S. manufacturing jobs annually were shifting abroad either because American producers moved overseas to cut costs or U.S. businesses switched from domestic to cheaper foreign suppliers. But that gap has closed.  Meanwhile, crossborder trade traffic with Mexico was flat in 2015 compared with 2014 levels, Robert Knight, chief financial officer at Union Pacific railroad, said in June at an investor presentation. Union Pacific would know, as it's a key transporter of goods between the countries. It handles 80% of automotive trade traffic, which is one of the most important industries between Mexico and the U.S. Traffic in and out of Mexico accounts for 11% of Union Pacific's total traffic. The U.S. lost 2.3 million factory jobs in the recession that began in 2007, and 8 million have been lost since the late 1970s. But the U.S. has added about 800,000 factory jobs since March 2010. Boston Consulting expects more than 1 million manufacturing jobs to be added in the country by 2020, in part because of reshoring. "There has been tremendous growth in U.S. exports into Mexico," Michael Upchurch, chief financial officer at Kansas City Southern, said in November at an industry conference. Agricultural products, such as corn, pork and poultry are being imported to Mexico from the U.S. at a widening pace, he said. Mexico also imports steel and auto parts from the U.S. so automobiles can be assembled there. "Certainly you can point to examples where plants have closed in the U.S. and potentially some jobs have shifted," Upchurch said. But "with the trade growth, there are a number of estimates that would suggest NAFTA supports roughly 14 million jobs in the U.S. And so we think, net-net, this has been a positive trade agreement for all the countries involved." A: U.S. manufacturing costs have actually come more in line with the rest of the world. The U.S., for several years, has been closing the competitive gap with other countries as a place to make goods sold in America. Chinese wages, which have been lower than  Mexico, have climbed about 15% annually since the early 2000s, says Harry Moser, head of the Reshoring Initiative. Meanwhile, U.S. manufacturing wages are up 14% since the recession ended in June 2009. All told, average production costs in the U.S. are only about 5% higher than in China after factoring in reduced shipping costs, says Hal Sirkin, senior partner with the Boston Consulting Group. Fifteen years ago, the differential was about 20%, Moser says. Also, U.S. energy is relatively inexpensive, partly as a result of the boom in drilling for natural gas, used as a feedstock for plastics and chemicals. Companies want to deliver products to store shelves more rapidly to meet to shifting customer needs. When products are manufactured closer to where they will ultimately be sold, that helps companies with their goal to get goods to consumers faster. A: The pool of skilled labor where workers are able to operate technical computer-assisted production equipment in the U.S. is attractive, even to companies that shift low-skill jobs south. Becton, Dickinson is shifting some jobs to Mexico but adding manufacturing capacity -- and jobs -- in new ways in the U.S. The U.S. based medical device maker announced in July it was closing a factory in Creedmoor, N.C., and in Tucker, Ga., affecting 185 jobs. Of those, 65 positions were moved to a company facility in Mexico. But  80 jobs  were moved to other plants in the U.S., company spokesman Troy Kirkpatrick says. Forty jobs were eliminated in this restructuring, but the company invested $100 million in its plant in Holdrege, Neb., and another $20 million in the plant in Sandy, Utah. The bottom line? The company has more U.S. manufacturing jobs now than it did five years ago. A: Even if Trump punishes  with tariffs, global companies can find ways around them. Regal Beloit, a maker of electric motors, does 40% of its production in Mexico and looks for "low-cost" regions to work along with its U.S. facilities, Charles Hinrichs, chief financial officer at the company, said at a Nov. 30 industry conference. If Trump were to put a 25% tariff on goods coming in from Mexico, the company can make the same goods in India, China, Thailand or the U.S. and avoid the protectionism, he says. A: Some companies and industries, especially automotive, are so established in Mexico that a tariff won't be enough incentive to close down there, said Joseph Massaro, chief financial officer at auto parts maker Delphi, in November. Delphi has 70,000 employees in Mexico. "I think the worst case will be, there may be some additional cost to doing business in Mexico from either a vehicle assembly perspective or a parts perspective," he says. "I don't think it would be a cost that would do harm to the industry." Todd Bluedorn, CEO of heating and cooling gear maker Lennox, said in October before the election, "We've consistently said we're not done moving to Mexico, and we're not." Ford CEO Mark Fields told The Associated Press on Dec. 9 that Trump's actions would not stop its plans to move production of the Ford Focus from Michigan to Mexico. But he also said no U.S. jobs would be lost since the Michigan plant would be used to make two new models of cars. Trump's threats to slap offshoring companies with tariffs could lead companies looking at Mexican production to pause in the near term. But Moser says, "Over the long term, it's not a sustainable model." 
January 4, 2017	USA TODAY	What a difference a year makes. The U.S. stock market kicked off the first day of trading of 2017 with solid gains, a year after plunging in the opening session of 2016 on its way to its worst week to start a year ever. The benchmark Standard & Poor's 500 stock index -- which closed up 0.5% to 2251 -- posted a gain on the first trading day of a new year for the first time since 2013.  Last year, the large-company stock index cratered 1.53% on January's first trading session -- its sixth-worst Day 1 percentage loss and worst annual kickoff since 2001 -- on its way to a worst-ever first week of the year decline of 5.96%, according to S&P Dow Jones Indices. The S&P 500, however, rebounded and finished 2016 up 9.5%. The Dow Jones industrial average rose as much as 176 points before pulling back and finishing up 61 points, or 0.3%, to 19,824. The blue-chip index came within 105 points of 20,000 after a late-year flirtation with the milestone fell short. The technology-packed Nasdaq rose 0.5% higher, and the small-company Russell 2000 stock index, which gained 19.5% in 2016, finished flat. "When the final week of 2016 ended on a flat note, many people were wondering whether the Trump rally was fading," says Nick Sargen, senior investment adviser at Fort Washington Investment Advisors. The early-year optimism on Wall Street vs. the dark pessimism at the start of 2016 can be attributed to several key factors: Lack of panic triggers. "The poor start to 2016 was due to plummeting oil prices and concerns about China's currency, economy and stock market," says Sargen. Last year, U.S.-produced crude plunged to a 13-year low in January amid fears of a severe economic slowdown in China. A mainland China stock market crash prompted Bejing to halt trading on two days in the first week of 2016. This year, no such threats are visible. Oil, thanks to a late 2016 deal by OPEC and other oil producers to slash daily crude production,  pushed  back to a 16-month high of $55 per barrel earlier Tuesday. China's Shanghai stock index kicked off 2017 with a 1% gain Tuesday, extending its gains from its low point in January 2016 to 19%. Less threatening Fed, GDP outlook. "The Federal Reserve was threatening to raise interest rates four times at the beginning of 2016 at a time when commodity prices were tanking and the global economy was weakening. This time they suggest three rate hikes, but commodity prices are firm, oil has doubled since the February 2016 low and the U.S. and other economies are showing strength," says Bruce Bittles, chief investment strategist at Baird. "Trumponomics" is bullish. The president-elect's plans to slash corporate taxes, reduce burdensome regulations and spend on infrastructure is viewed as growth-friendly. "The Trump win is a win for business, which has huge ramifications ... as far as the eye can see," says Bittles. Pension fund selling ceases. Due to strong performance by the stock market relative to bonds in 2016, U.S. pension funds were forced to sell stocks and buy bonds so as not to have too large a helping of stocks. 
