September 8, 2016	 The New York Post	  With polls showing the "vast majority of voters" dislike the two major candidates, how did they wind up as the nominees? The simple answer, writes Jay Cost at The Weekly Standard, is "that's democracy." In fact, it's "substantially more complicated" - because before voters get to decide, someone else selects the process. So dissatisfied voters "should blame the parties - and start demanding party reform." Indeed, the fact that it doesn't specify how to select candidates for office is "the gravest weakness of the Constitution." And "this election demonstrates that it is nearly impossible to produce good policy from a bad process."    Everett Piper, president of Oklahoma Wesleyan University, explains at Heat Street why his school is "the first and only institution suing the Obama administration over its directives about how universities should address sexual harassment and assault." Those Title IX orders, he writes, "violate not only due process but also our students' basic constitutional rights." Instead of encouraging victims to go to police, "the Obama administration has mandated universities convene a committee of amateurs to look into allegations of sex crimes." Finally, the administration also is "requiring universities to conduct seminars on how to have consensual sex without legal consequence" - which violates the "unapologetically Christian" school's "beliefs and code of conduct."    With 512 homicides already recorded this year - more than in all of 2015 - Chicago is "experiencing a crisis of law and order," one that is "almost entirely self-inflicted," say the editors of National Review. Indeed, "Chicago is perhaps the most obvious example to date of the 'Ferguson Effect'," in which "police in minority neighborhoods have backed off interacting with residents when not absolutely necessary." But Mayor Rahm Emanuel "and the rest of Chicago's left-wing city government have only compounded the problem" by forming a task force that declared Chicago's police department racist and demanded "predictably ludicrous" accountability measures which he quickly adopted. Bottom line: "Chicago's leaders seem to be more interested in accommodating left-wing interest groups than in saving lives."    It's both "tragic and fitting that President Obama's latest failure to reach a cease-fire in Syria" took place in China, writes Eli Lake at Bloomberg View. Tragic, because Syria's death toll has now passed 400,000. But fitting, "because the rationale for Obama's reluctance to intervene in Syria goes back to a first-term strategy to pivot diplomatic attention and military hardware away from wars in the Middle East to the Asia-Pacific region." Yet even this has failed to curtail "Beijing's aggressive moves in the South China Sea to dredge up new islands and lay claim to the territorial waters of other US allies like the Philippines." Obama's failure to enforce his "red line" on Syria's use of chemical weapons "may also be the moment that China learned it could defy the US president and face no consequences."    Hillary Clinton's best hope is to accept that she's the establishment candidate, writes David Ignatius in The Washington Post. She "can't escape her mainstream pedigree," he says, and "she's not a convincing populist: The more she tries to sound like one, the more she risks coming off as a phony." Fact is, says Ignatius, Clinton's "current strategy, a sort of Bernie Sanders Lite, doesn't seem to be working very well" against outsider Donald Trump. Middle-class voters want to see a more robust economy and fairer distribution of economic growth. But Clinton "too often makes her agenda sound like a liberal laundry list." 
September 14, 2016	 The New York Post	  After 20 years, Colorado's unsolved 1996 killing of beauty queen JonBenét Ramsey, age 6, is grabbing more attention than Hillary's medical records. TV stations are glueing together assorted series.    Who did it? Family? Friend? Intruder? Pathologist/coroner Dr. Michael Baden, who consulted on the now-cold case, tells me: "It begat mistakes, theories, lawsuits, an arrest that produced nothing. DNA testing excluded the parents. So-called experts decided persons, now dead, did it. No one's alive to interrogate.     "I always believed it was someone in the household. Kidnappers don't spend 45 minutes writing multiple pages, which is what was found in this case. That's abnormal. Ransom requests get made out in advance. Killers don't wander around a kidnapping spot looking for a crayon. Also, it demanded exactly the precise amount of the father's just-received bonus.     "There was no evidence of vaginal penetration. And the DNA was a red herring. It doesn't eliminate anyone. Local authorities said finding a stranger's DNA on the child's panties eliminated everyone close to her. No.    "Suppose panties bought in Boulder were from a package handler in China. That handler would leave cells on it. If I just shake your hand, a microscopic tiny amount - one or two DNA cells from me - would be on your hand.    IN "Bridget Jones's Baby," a new familiar-old-friend film, Bridget (Renée Zellweger) ditches Colin Firth's character for Patrick Dempsey's, and somewhere there's Emma Thompson, who once played the "Hillary" role in 1998's "Primary Colors."     Colin: "I love even movies I'm not in. I go to movie theaters, like everyone else, with my children. I saw the original 'Bridget Jones' never dreaming I'd be in a sequel. When I was cast in this I went back to see the first one again."    At the Paris Theatre opening, metal detectors. Security guys with earpieces and other type pieces beneath bulging jackets. Vanity Fair editor Graydon Carter, the immediate world's friend, inside a magnetometer. Hands outstretched. Doubling back to empty his pockets.    Today's beauties, like Bella Hadid braless on the DKNY runway, wear no clothes. A teenager in short short shorts so short got a pat-down. Were she hiding any weapon, only a gynecologist could've found it. This, to see a beautiful lovely movie. What is our world coming to?     CIVILIZATION needs another book on the GOP candidate? Now comes "Donald Trump: The Man Who Would Be King" by Darwin Porter and Danforth Prince . . . WHILE shooting "Sully," Tom Hanks wore a hat to cover his grown-out naturally white hair . . . SETTLING on his vote, decorator Carleton Varney's carrying a huge canvas bag imprinted in big letters with: "It's in the Bag for Lindsay." John Lindsay ran for (and then became) NYC mayor in 1965.     NYC's comedy fest has the "Trump" from the previous "Trump versus Bernie debates" Nov. 3 at Skirball Center . . . A Hill devotee: "We're not worrying about pneumonia. Our worry is her paranoia" . . . HAVING argued for months if a presidential debate's really scheduled, how about two minutes of silence?     LARRY Kudlow about his new book "JFK and the Reagan Revolution": "Reagan took and duplicated JFK's tax-cut ideas. Supply sider Kennedy deregulated. Cutting taxes kept the dollar steady. The idea is, slash the business tax. Stop worrying about taxing the rich people. You can't tax your way into the Oval Office."     DRUGGIST: "Viagra prolongs the ability to make love." Customer: "Can you get it over the counter?" Druggist: "Yes, but I'd need another pill."  
December 30, 2016	 The New York Post	  In a year when whipsawing markets are poised to end much higher, one of Wall Street's most curious investments could come out on top: bitcoin.     The digital currency is one of the best-performing assets of 2016, rising more than 124 percent since the start of the year - as investors in China and India push the price near all-time highs.      That far outpaces other strong-performing investments, like the Dow Jones industrial average, which has risen a solid 13.7 percent this year, to 19,819.78.     One unit of bitcoin rose to $967.99 by late Thursday, the highest level in nearly three years, and investors are waiting for it to cross the $1,000 mark.     "It's gonna happen," Marc van der Chijs, managing partner at CrossPacific Capital and a bitcoin investor, told The Post. "Whether it's going to happen before Dec. 31, nobody really knows."    Wealthy investors have fueled a surge in bitcoin as the value of the Chinese yuan and the Indian rupee have fallen since the election of Donald Trump, he added.     "People underestimate how important the Trump election is on bitcoin," van der Chijs said. "People are worried. They don't really know what's going to happen."    Created eight years ago by a mysterious cryptographer who called himself Satoshi Nakamoto, bitcoin gained a niche as a way for people to buy and sell goods securely and anonymously online - without the backing of a government or a central bank.    "It's based on trust, based on the fact that other people see value as well," van der Chijs said. "It's not backed by anything. It's backed by mathematical equations."     While it's drawn praise from technologists and market bears - including Mick Mulvaney, who is Donald Trump's pick to run the Office of Management and Budget - bitcoin has been tainted by its association with shadier corners of the internet, including online drug bazaar The Silk Road and the imploded exchange Mt. Gox.     Two investors who are trying to bring the digital currency to the mainstream are Tyler and Cameron Winklevoss - the twins who famously claimed to co-invent Facebook.     The "Winklevii" are looking to win government approval for a bitcoin exchange-traded fund next year.  
January 8, 2017	 The New York Post	  Jared Kushner met with a Chinese real-estate magnate just days after the presidential election to discuss his family's property holdings - but is now extricating himself from the family business, a report said Saturday.     President-elect Donald Trump's son-in-law hobnobbed with Wu Xiaohui, CEO of the Anbang Insurance Group, at the Waldorf Astoria on Nov. 16. They talked about plans to redevelop the Kushner family-owned 41-story office and retail tower at 666 Fifth Ave., The New York Times ­reported.    Wu, who owns the Waldorf, toasted Trump and said he hoped to meet the president-elect because he would be "good for global business," according to the report.    The mysterious Chinese conglomerate with $285 billion in assets has drawn scrutiny from Wall Street firms and federal agencies for its byzantine ownership structure and ties to the Chinese government.      Kushner, 35, now appears to be clearing out potential business conflicts as he eyes a key role in the Trump White House.    He hired Washington firm C to help him comply with federal ethics laws and avoid conflicts of interest if he takes a job in the administration.     Kushner is moving toward divesting his assets in his company, whose acquisitions have been backed by billions of dollars in foreign investments, and is preparing to step down as CEO of Kushner Companies, the report said. 
October 21, 2016	 The New York Post	  In a wide-ranging interview at the Vanity Fair New Establishment Summit here, Bezos acknowledged he agreed to pay $250 million to buy the Washington Post from the Graham family in 2013 without looking at the books.    "I did zero due diligence," he told the Aspen Institute's Walter Isaacson during the interview. Bezos was tapped as the No. 1 mogul at this year's event.      "I did not negotiate. I accepted the asking price. [Then-Washington Post CEO] Donald Graham was the most honorable person in the world. He laid out every single [detail] worth knowing that was bad and everything that was great about the paper.     The billionaire said he is changing the business model and the culture at the paper from one where a small number of people pay a high price to one where a wide number of people pay a low price.     At the same time, he remains skeptical that consumers are ready to make micro-payments for articles.     Despite his business input, Bezos said he rarely ventures into the newsroom. "I call it the other Washington," the Seattle resident said of DC.     While the Bezos talk focused on Amazon's expansion and "the need to be nimble and robust and able to take a punch," it was politics that garnered the most attention in the 40-minute interview.     One questioner asked him what he thought of the disclosure this week that eBay co-founder Peter Thiel donated more than $1 million to the Trump campaign.    "Peter Thiel is a contrarian," said Bezos. "You have to remember that contrarians are usually wrong."    Thiel was an early backer of Facebook and still sits on its board. Bezos said that, while he might disapprove of the donation, he would not force such a person off a board of directors.     "It's way too divisive to say, 'If you have this opinion, you can't sit on my board.' That makes no sense."    Uber founder Travis Kalanick's decision this summer to sell the company's China unit to a local rival may come back to bite him.    Didi Chuxing, the Chinese ride-sharing company that bought Uber China, has plans to go global, which could put it on a collision course with Kalanick's sector-leading company.     "One thing I can share with you - we're definitely going global," Didi Chuxing President Jean Liu told attendees Thursday at the Vanity Fair New Establishment Summit here.     Just 24 hours earlier, Kalanick told the same gathering he was "happy" with the way he exited an expensive China foray - with a 20 percent stake in the combined company plus a board seat.    Kalanick, whose company is active in more than 70 countries and 400 cities, admitted he has not been to any Didi board meetings since the August deal.    Liu, whose company has 14 million drivers across China and provides more than 10 million rides a day, did say that it's possible that the global push could involve local partnerships.     "We're a big sponsor and a big believer in local players. If there are not existing local players, we'll go there by ourselves," she said.    Asked pointedly by Bloomberg's Emily Chang if that meant she was going to be competing with Uber, she said only, "We will definitely play a global game."    Apple owns a minority stake after investing $1 billion earlier this year, and e-commerce giant Alibaba inadvertently became a partner, too, when it backed a separate China-based ride-sharing company that was bought out by Didi.  
July 16, 2016	 The New York Post	The Issue: A terrorist driving a truck through a crowd in Nice, France, killing at least 84 and wounding scores.    Once again, medieval savages have brought terror upon innocent men, women and children ("Again," July 15).      We can now expect a few candlelight vigils and a speech by President Obama politicizing the matter.    These so-called lone-wolf attacks are so numerous that the use of the word "lone" is a misnomer. When will President Obama finally declare we're at war?    From Okinawa to the death march in Burma, President Franklin Roosevelt didn't just condemn every tragedy, he kept up the war effort. Were the acts against defenseless citizens in China committed by lone wolves?    The time has come to realize these attacks have been occurring on a nearly daily basis in Europe, Asia, Africa, Australia as well as the United States.    Regardless of your social hot-button interest, the No. 1 issue facing America (and the rest of the world) is the accelerated spread of Islamic terrorism.    Yes, President George W. Bush and the Republicans lit the fuse by invading Iraq. But over the last eight years, President Obama has apologized for that mistake by pulling out and destabilizing the Middle East more than ever.    Donald Trump is a bombastic, egomaniacal bully who gets things done. I don't want to have dinner with him, but I want him to solve the No. 1 problem facing our country.    Trump is the right choice to slow and, hopefully, reverse the damage caused by Obama and Hillary Clinton over the past eight years.    How could that ­18-wheeler get past the security barriers and drive right into the Bastille Day celebration without any police action being taken?     If a truck came past security barriers in Times Square on New Year's Day or near the East River on July 4, police would have tried to kill the driver and disable the truck immediately.     There was a sizable military presence at the location for the event, which makes the failure to stop the killer more quickly so surprising.     Let's not be as stupid as the Europeans, who have allowed millions of refugees into their continent.     Allowing these refugees in increases the possibility that radical jihadists will enter the country and unleash their wrath.    These radical extremists are sick people and delight in killing. They must be kept out of the United States.    I'm sure that after the terrorist act in Nice, the Democrats will demand that we ban "assault trucks."    Now we wait for our politicians to complete their speeches and hand-wringing and for experts and pundits to pound their fists and pontificate on the proper course of action.    The civilized world is at war. The sooner our leaders realize this, the quicker we can kill this cancer. Peter Kelly 
October 30, 2016	 The New York Post	  Goldman is trying to persuade Apple to make a rival bid for Time Warner, a source with direct knowledge of the situation said.    "They are freaking out trying to convince Apple to come in," the source told our Josh Kosman. Goldman has been left on the sidelines in advising on AT&T's $85 billion agreement to acquire Time Warner.    In 2009, Apple hired Goldman banker Adrian Perica to head its mergers practice, and now he has his staff looking for acquisition targets, the source said.      Cook's company has expressed interest in buying Time Warner in the recent past, and there is some belief that judging from his comments this week, he will not let AT&T carry the day.    On Apple's earnings call on Wednesday, he said, "We are open to acquisitions of any size that are of strategic value, where we can deliver better products to our customers and innovate more. And so we look at a whole variety of companies, and based on that, we choose whether to move forward or not. But we're definitely open, and we definitely look."    "I would confirm that television has intense interest with me and many other people here. In terms of owning content and creating content." Goldman declined comment.    We hear that former Mayor Michael Bloomberg is hosting a little gathering at the Bloomberg Foundation for friends and family, while Snapchat, always big on the political party circuit, is also having a private event.     NBC star Seth Myers will be on hand to celebrate or commiserate with fellow comedians John Oliver and Sarah Silverman, who are part of the festivities put on by The National Resources Defense Council. Co-chairs of the Nov. 9 event include David and Pam Zaslav.     Bloomberg reported that Hillary Clinton will be spending the evening at New York's Javits Center. Donald Trump is slated to be in New York that night, but the campaign hasn't said where.     GOP Pollster Frank Luntz took some shots at both presidential candidates at an advertising dinner hosted by the Digital Place Based Advertising Association boss Barry Frey on Wednesday night.    Luntz joked that Donald Trump has immigrant wives because there are some jobs only an immigrant will do. Luntz, sporting limited edition colorful Adidas sneakers he bought in China, then joked that he has a bumper sticker that reads "Run Hillary," which he stuck on the front of his car, not the back.     "Anyone here voting for Gary Johnson?" he asked a room full of big advertisers. When someone shouted, "Yes," Luntz joked: "Paper, pipe or bong?"     But his more serious message to the room was about bringing people together after Election Day. "This country needs it so badly. Think of the people you are touching by your communication."    Cleveland Indians owner Larry Dolan promoted baseball in his family long before buying the team in 2000, his son Mark told Josh Kosman.    Larry coached his two sons, Mark and Indians CEO Paul, in little league. Paul, 57, is 1 ¹/  years older than Mark.    "Paul threw a no-hitter in an all-star game and struck me out too," Mark said, when they were both in their early teens.    The eccentric Joe Charboneau, 1980 AL Rookie of the Year who was best known for opening beer bottles with his eye socket.    As far as the World Series goes, the Indians will likely improve attendance by about 800,000 next season, a source close to the team said.    This year, it was 28th in league attendance despite its success with 1.6 million fans, for an average of 19,650 a game.    Adding 800,000 gives the Indians a $15 million to $20 million boost in cash flow. Presently, it's about break-even.    That's per a research note by Buckingham Research analyst John Zolidis, according to our Lisa Fickenscher. While Alaska, Colorado, Oregon and Washington have legalized recreational use of marijuana, and Arizona, Nevada, California, Maine and Massachusetts have ballot initiatives next week, Zolidis writes, pot isn't legal for use in eating establishments - although people often use it as a substitute for alcohol, which is a big money-maker for restaurants. At this point, the only eateries likely to benefit from more people having the munchies are pizza joints and other places with good delivery service. 
December 7, 2016	 The New York Post	  Donald Trump's controversial phone call from Taiwan was reportedly ­arranged by a lobbyist with a familiar name - former Republican presidential candidate Bob Dole.    Dole, 93, has been working for the Taiwanese government as a foreign agent, The New York Times reported.     The ex-Kansas senator, who ran against Bill Clinton in 1996, helped establish the high-level US-Taiwan contact. It drew a complaint from China, which considers Taiwan part of its territory. 
December 13, 2016	 The New York Post	  As he prepares to leave office, President Obama "sees an opposition Republican Party dominating America at the federal, state and local levels to a degree unseen since the 1920s," writes Timothy Lee at the Center for Individual Freedom. This after eight years of his having "demonized Republicans and questioned their very morality, hoping to convince the electorate that they're unfit to govern." So much for Obama's oft-stated determination to occupy "the right side of history." Fact is, "the arc of the moral universe" - Martin Luther King's phrase that became the president's watchword - "simply did not bend in the way Obama presumed." Says Lee: "The good news is that time occasionally catches up" with such phrases "and exposes their artifice."    New York is heading over the next three years to a $15-an-hour minimum wage, its highest ever. But the Empire Center's E.J. McMahon, writing for Crain's New York, says it's a journey "into uncharted territory, fraught with risks and trade-offs for workers and businesses." The initial downside "may be less apparent" if employment in the city continues to rise with favorable economic conditions. But "those early numbers will be misleading - because they won't show the added job growth that would have occurred if the minimum wage stayed the same." The bottom line: "The real minimum wage remains zero - the amount earned by someone who can't find a job. Unfortunately, thanks to the rising minimum wage, more New Yorkers are likely to fall into that category."    ExxonMobil CEO Rex Tillerson reportedly remains President-elect Donald Trump's top choice for secretary of state. And despite his lack of government or political experience, Ellen R. Wald at Forbes suggests there are "several reasons" why "his unique experience would make him . . . unusually effective." He's "an experienced and accomplished negotiator" with "foreign and US governments and major international conglomerates." He has "experience managing a large operation," and he "knows world leaders and understands their motivations." As for his ties to Vladimir Putin, many of those raising concerns also "consider Iowa Gov. Terry Branstad's friendly ties to Chinese President Xi Jinping a positive component of his appointment as ambassador to China."    Ira Stoll at The Algemeiner takes issue with a recent New York Times review of a new documentary about an Israeli basketball team. The film, "On the Map," chronicles the team's surprising 1977 victory in the prestigious European basketball championship. But the Times complains that the film is "relentlessly partisan" and "makes no attempt to engage any current situation." Says Stoll, "If anyone is being one-dimensional here, it is The New York Times, which seems to want to view nearly every piece of art that ever comes out of Israel" through the paper's "obsession [with] the contemporary Israeli-Palestinian conflict." As "an example of press bias, this one is a slam dunk."    The move to get enough Republican members of the Electoral College to switch their votes and toss the election to Hillary Clinton is "all a shadow play - entertaining, provocative, but bearing no relation to current political reality." For one thing, writes Jeff Greenfield for The Daily Beast, Donald Trump's "electoral majority is simply too big." But even if it happened, those votes "would have to be validated by the appropriate state official." And if found to violate state law requiring votes for their pledged candidate, "that official might well refuse to count" a switched vote. Yet even then, Congress must unanimously accept the results of the Electoral College vote - and both houses are GOP-controlled. In other words, it won't happen. 
December 22, 2016	 The New York Post	  On Monday, President Obama strongly urged Donald Trump not to rely too much on executive orders, suggesting the next president instead go "through the legislative process." The next day, Obama issued one of the most egregious executive orders of his entire presidency.     The ban on offshore drilling in 120 million acres of federal waters in the Arctic and Atlantic oceans is just the latest in a string. In recent days, the lame-duck president has issued executive orders on everything from Planned Parenthood funding to failing schools to new criminal pardons.    One pundit described it all as frantically trying to nail down everything to the floor so it can't be moved.    Obama claims his drilling ban is permanent and can't be undone by Trump, because the obscure 1953 law he used says nothing about a president undoing such an order.     We'll see: It's never been tested in court, but previous presidents have partially lifted earlier bans under that statute.    Still, Obama likely has delayed any drilling for years while a legal battle ensues, unless Congress can amend the original law.     The order is a pure pander to the anti-fossil-fuels fanatics. Yet America's - and the world's - need for fossil fuels won't vanish anytime soon. (Heck, China and India keep building coal-fired power plants.) Limiting US energy production won't "heal the planet," but merely sacrifice opportunities for American workers.     In any case, the rules for exploitation of federal resources are a matter for normal lawmaking - not for law-stretching action by a president out to tie his successor's hands.    With his days in the Oval Office dwindling away, Obama should start heeding his own advice on executive orders.  
